GodBlessDXD,B-gata H-kei,7817,8
Gonzo-lewd,Sword Art Online II,21881,4
Gonzo-lewd,Akame ga Kill!,22199,6
Gonzo-lewd,Rakudai Kishi no Cavalry,30296,6
Gonzo-lewd,Himouto! Umaru-chan,28825,8
Gozmit,Sword Art Online,11757,9
Gozmit,Dragon Ball Super,30694,8
Gozmit,Masamune-kun no Revenge,33487,8
GrayRealm,Mahouka Koukou no Rettousei,20785,5
GrayRealm,Rakudai Kishi no Cavalry,30296,5
GrayRealm,Re:Creators,34561,3
GrayRealm,Blood-C,10490,2
GrayRealm,Kenja no Mago,36407,4
GrayRealm,One Punch Man 2nd Season,34134,3
GrayRealm,Isekai wa Smartphone to Tomo ni.,35203,5
GrayRealm,Death March kara Hajimaru Isekai Kyousoukyoku,34497,4
grazr,Sword Art Online: Alicization,36474,7
grazr,Arifureta Shokugyou de Sekai Saikyou,36882,7
grazr,Kenja no Mago,36407,7
grazr,Isekai wa Smartphone to Tomo ni.,35203,5
grazr,Baka to Test to Shoukanjuu,6347,6
grazr,Shuffle!,79,7
greycentipede,Sword Art Online,11757,4
greycentipede,Sword Art Online II,21881,5
greycentipede,Aldnoah.Zero,22729,6
Grizzziff,Goblin Slayer,37349,7
Grizzziff,Sword Art Online,11757,7
Grizzziff,Arifureta Shokugyou de Sekai Saikyou,36882,5
Groenboys,Goblin Slayer,37349,7
Groenboys,Eromanga-sensei,32901,9
Groenboys,Gamers!,34280,6
Growler,K,14467,9
Growler,Elfen Lied,226,10
Growler,Deadman Wonderland,6880,10
H4nss0n,Goblin Slayer,37349,4
H4nss0n,Kenja no Mago,36407,2
H4nss0n,Death March kara Hajimaru Isekai Kyousoukyoku,34497,3
HabitPlays,Sword Art Online II,21881,10
HabitPlays,Btooom!,14345,9
HabitPlays,C: The Money of Soul and Possibility Control,10163,9
HabitPlays,Deadman Wonderland,6880,8
HabitPlays,Rakudai Kishi no Cavalry,30296,9
Half-MagePrince,Re:Creators,34561,10
Half-MagePrince,Sword Art Online,11757,9
Half-MagePrince,Dragon Ball Super,30694,7
HaruHaru304,Gantz,384,6
HaruHaru304,Blood-C,10490,3
HaruHaru304,Sword Art Online,11757,6
HattiewithSugar,Sword Art Online,11757,5
HattiewithSugar,K,14467,9
HattiewithSugar,Highschool of the Dead,8074,7
Hatul,Blood-C,10490,4
Hatul,Btooom!,14345,3
Hatul,Juuni Taisen,35076,3
HaXXspetten,Black Bullet,20787,7
HaXXspetten,Absolute Duo,25397,4
HaXXspetten,Rokka no Yuusha,28497,7
HaXXspetten,Rakudai Kishi no Cavalry,30296,7
HaXXspetten,Masamune-kun no Revenge,33487,5
HaXXspetten,Eromanga-sensei,32901,8
HaXXspetten,Gamers!,34280,6
HaXXspetten,Kuzu no Honkai,32949,9
Hazegurl,Guilty Crown,10793,3
Hazegurl,Btooom!,14345,8
Hazegurl,Sword Art Online,11757,6
Hazegurl,C: The Money of Soul and Possibility Control,10163,5
HazelShonenFan,Tokyo Ghoul √A,27899,5
HazelShonenFan,Black Clover,34572,6
HazelShonenFan,Boruto: Naruto Next Generations,34566,5
Hectotane,Guilty Crown,10793,4
Hectotane,K,14467,7
Hectotane,Absolute Duo,25397,6
Hectotane,Vampire Knight,3457,8
helur,IS: Infinite Stratos,9041,5
helur,C: The Money of Soul and Possibility Control,10163,7
helur,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,7
HereticHunter,Re:Creators,34561,5
HereticHunter,Juuni Taisen,35076,6
HereticHunter,Fate/Apocrypha,34662,7
HeroVladimir93,Arifureta Shokugyou de Sekai Saikyou,36882,3
HeroVladimir93,Isekai wa Smartphone to Tomo ni.,35203,7
HeroVladimir93,Death March kara Hajimaru Isekai Kyousoukyoku,34497,7
hexashadow13,Elfen Lied,226,8
hexashadow13,IS: Infinite Stratos,9041,7
hexashadow13,Absolute Duo,25397,8
hexashadow13,High School DxD,11617,10
Hiroshi_Saito,Sword Art Online,11757,7
Hiroshi_Saito,Sword Art Online II,21881,7
Hiroshi_Saito,Accel World,11759,7
Hiroshi_Saito,Rakudai Kishi no Cavalry,30296,9
Hiroshi_Saito,Masamune-kun no Revenge,33487,7
HybridMedia,Highschool of the Dead,8074,5
HybridMedia,Elfen Lied,226,5
HybridMedia,Deadman Wonderland,6880,8
HybridMedia,Fate/stay night,356,6
HybridMedia,K,14467,5
HybridMedia,Sword Art Online,11757,3
Hypocrius,Sword Art Online,11757,3
Hypocrius,Sword Art Online II,21881,4
Hypocrius,Guilty Crown,10793,10
Hypocrius,Tokyo Ghoul √A,27899,1
IAintAllBad,Juuni Taisen,35076,6
IAintAllBad,B-gata H-kei,7817,7
IAintAllBad,Masamune-kun no Revenge,33487,6
idontwatchanim,Sword Art Online,11757,7
idontwatchanim,Koutetsujou no Kabaneri,28623,9
idontwatchanim,Kuzu no Honkai,32949,8
Illikas,Elfen Lied,226,4
Illikas,Sword Art Online,11757,10
Illikas,Mahouka Koukou no Rettousei,20785,8
Illikas,Black Bullet,20787,5
ILoveOreImo,Mahouka Koukou no Rettousei,20785,1
ILoveOreImo,Guilty Crown,10793,7
ILoveOreImo,C: The Money of Soul and Possibility Control,10163,9
ILoveOreImo,K,14467,9
ImRingo,Isekai wa Smartphone to Tomo ni.,35203,4
ImRingo,High School DxD,11617,7
ImRingo,Eromanga-sensei,32901,2
ImRingo,Gamers!,34280,8
Injenss,Darling in the FranXX,35849,6
Injenss,Fate/stay night,356,2
Injenss,Goblin Slayer,37349,9
Injenss,One Punch Man 2nd Season,34134,4
Injenss,Masamune-kun no Revenge,33487,4
Inorichi,Sword Art Online,11757,8
Inorichi,Guilty Crown,10793,9
Inorichi,Isekai wa Smartphone to Tomo ni.,35203,7
iorn,Dragon Ball Super,30694,1
iorn,Juuni Taisen,35076,5
iorn,Goblin Slayer,37349,1
isaiye,Akame ga Kill!,22199,5
isaiye,Aldnoah.Zero,22729,7
isaiye,Sword Art Online II,21881,5
iSuckAtWriting,Sword Art Online,11757,6
iSuckAtWriting,Aldnoah.Zero,22729,5
iSuckAtWriting,Sword Art Online II,21881,7
iSuckAtWriting,Baka to Test to Shoukanjuu,6347,7
ItIsIDio,Elfen Lied,226,3
ItIsIDio,Deadman Wonderland,6880,2
ItIsIDio,One Punch Man 2nd Season,34134,5
Its-Maki-kun,Koutetsujou no Kabaneri,28623,7
Its-Maki-kun,Re:Creators,34561,9
Its-Maki-kun,Darling in the FranXX,35849,7
Its-Maki-kun,Goblin Slayer,37349,8
ItzToxic,Masamune-kun no Revenge,33487,9
ItzToxic,Gamers!,34280,7
ItzToxic,Kuzu no Honkai,32949,10
ItzYaBoiSatan,Deadman Wonderland,6880,7
ItzYaBoiSatan,Akame ga Kill!,22199,7
ItzYaBoiSatan,Isekai wa Smartphone to Tomo ni.,35203,8
JackCox,Elfen Lied,226,6
JackCox,Gantz,384,9
JackCox,B-gata H-kei,7817,8
Jakstar2204,Highschool of the Dead,8074,10
Jakstar2204,Sword Art Online,11757,8
Jakstar2204,Akame ga Kill!,22199,8
JBlake35,Re:Creators,34561,8
JBlake35,Koutetsujou no Kabaneri,28623,7
JBlake35,Darling in the FranXX,35849,7
jc9622,Sword Art Online II,21881,8
jc9622,Sword Art Online,11757,9
jc9622,Akame ga Kill!,22199,7
jc9622,Guilty Crown,10793,7
jc9622,Fate/stay night,356,6
jc9622,Koutetsujou no Kabaneri,28623,6
jc9622,Aldnoah.Zero,22729,7
Jebus_Kreist,Highschool of the Dead,8074,6
Jebus_Kreist,Mahouka Koukou no Rettousei,20785,7
Jebus_Kreist,Akame ga Kill!,22199,7
Jebus_Kreist,Tokyo Ghoul √A,27899,2
Jebus_Kreist,Fate/stay night,356,5
Jebus_Kreist,Fate/Apocrypha,34662,3
Jebus_Kreist,Darling in the FranXX,35849,3
Jebus_Kreist,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,8
Jeffrey-sama,IS: Infinite Stratos,9041,7
Jeffrey-sama,Highschool of the Dead,8074,7
Jeffrey-sama,Accel World,11759,7
JiangHaoyi1979,Darling in the FranXX,35849,8
JiangHaoyi1979,Goblin Slayer,37349,7
JiangHaoyi1979,Sword Art Online: Alicization,36474,8
JiangHaoyi1979,Kenja no Mago,36407,3
Jigoku-n3ko,Deadman Wonderland,6880,6
Jigoku-n3ko,C: The Money of Soul and Possibility Control,10163,7
Jigoku-n3ko,Blood-C,10490,6
Jigoku-n3ko,Itazura na Kiss,3731,2
Jio_Inzagi,Sword Art Online,11757,4
Jio_Inzagi,Kenja no Mago,36407,6
Jio_Inzagi,Death March kara Hajimaru Isekai Kyousoukyoku,34497,8
JKinky88,Sword Art Online,11757,2
JKinky88,Sword Art Online II,21881,5
JKinky88,Tokyo Ghoul √A,27899,3
JKinky88,Highschool of the Dead,8074,7
JKinky88,High School DxD,11617,7
JMac525,Guilty Crown,10793,7
JMac525,Highschool of the Dead,8074,6
JMac525,Gantz,384,6
JMac525,Elfen Lied,226,8
Julius_Light,Akame ga Kill!,22199,8
Julius_Light,Fate/stay night,356,8
Julius_Light,Guilty Crown,10793,9
Julius_Light,Koutetsujou no Kabaneri,28623,8
Julius_Light,Mahouka Koukou no Rettousei,20785,7
Julius_Light,Sword Art Online,11757,7
Julius_Light,Highschool of the Dead,8074,7
Julius_Light,Deadman Wonderland,6880,8
Julius_Light,High School DxD,11617,7
Kadrian,Black Bullet,20787,10
Kadrian,K,14467,10
Kadrian,Mahouka Koukou no Rettousei,20785,9
kairyu_gen1,Sword Art Online,11757,2
kairyu_gen1,Dragon Ball Super,30694,3
kairyu_gen1,Gamers!,34280,8
kaizersaber,Aldnoah.Zero,22729,7
kaizersaber,Akame ga Kill!,22199,8
kaizersaber,Sword Art Online II,21881,6
kaizersaber,Black Bullet,20787,5
kaizersaber,Tokyo Ghoul √A,27899,6
kami_Munchkins,Sword Art Online II,21881,10
kami_Munchkins,Sword Art Online,11757,10
kami_Munchkins,K,14467,10
Karhu,Sword Art Online,11757,3
Karhu,K,14467,3
Karhu,Darling in the FranXX,35849,10
Karhu,Goblin Slayer,37349,10
Karhu,Sword Art Online: Alicization,36474,2
Karhu,One Punch Man 2nd Season,34134,3
Karhu,Death March kara Hajimaru Isekai Kyousoukyoku,34497,10
Katrov,Darling in the FranXX,35849,4
Katrov,Akame ga Kill!,22199,8
Katrov,Juuni Taisen,35076,3
KD7BWB,Fate/stay night,356,8
KD7BWB,Absolute Duo,25397,7
KD7BWB,Akame ga Kill!,22199,8
kenichishinichi,Isekai wa Smartphone to Tomo ni.,35203,8
kenichishinichi,Gamers!,34280,6
kenichishinichi,Masamune-kun no Revenge,33487,5
KGohan_Kame,Sword Art Online,11757,6
KGohan_Kame,Sword Art Online II,21881,7
KGohan_Kame,B-gata H-kei,7817,3
KingHarkinian,Sword Art Online,11757,7
KingHarkinian,Himouto! Umaru-chan,28825,4
KingHarkinian,Eromanga-sensei,32901,10
KingMathis,K,14467,8
KingMathis,Arifureta Shokugyou de Sekai Saikyou,36882,8
KingMathis,Sword Art Online,11757,7
KiryuuinSatsuki,Sword Art Online,11757,8
KiryuuinSatsuki,Gamers!,34280,7
KiryuuinSatsuki,Eromanga-sensei,32901,8
kokuborou,Tokyo Ghoul √A,27899,2
kokuborou,Highschool of the Dead,8074,3
kokuborou,Darling in the FranXX,35849,8
kokuborou,Masamune-kun no Revenge,33487,2
kokuborou,Kuzu no Honkai,32949,3
KomanoOhta,Rokka no Yuusha,28497,8
KomanoOhta,Zero no Tsukaima,1195,7
KomanoOhta,Highschool of the Dead,8074,9
KomanoOhta,Himouto! Umaru-chan,28825,7
KomanoOhta,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,9
Kouka8234,Sword Art Online,11757,7
Kouka8234,Black Clover,34572,7
Kouka8234,Eromanga-sensei,32901,7
Krunchyman,Darling in the FranXX,35849,1
Krunchyman,Goblin Slayer,37349,7
Krunchyman,Kenja no Mago,36407,1
Krunchyman,One Punch Man 2nd Season,34134,4
Krunchyman,Arifureta Shokugyou de Sekai Saikyou,36882,5
ktulu007,Deadman Wonderland,6880,8
ktulu007,C: The Money of Soul and Possibility Control,10163,7
ktulu007,Blood-C,10490,6
ktulu007,Highschool of the Dead,8074,1
ktulu007,Gantz,384,4
ktulu007,Btooom!,14345,8
ktulu007,Sword Art Online,11757,2
ktulu007,Rakudai Kishi no Cavalry,30296,3
ktulu007,Rokka no Yuusha,28497,8
ktulu007,Koutetsujou no Kabaneri,28623,6
ktulu007,Sword Art Online II,21881,3
ktulu007,Elfen Lied,226,1
ktulu007,Re:Creators,34561,4
ktulu007,Goblin Slayer,37349,3
ktulu007,Baka to Test to Shoukanjuu,6347,1
Kuta1,Sword Art Online,11757,2
Kuta1,Dragon Ball Super,30694,4
Kuta1,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,5
KyasutoNaito,Juuni Taisen,35076,6
KyasutoNaito,Death March kara Hajimaru Isekai Kyousoukyoku,34497,9
KyasutoNaito,Masamune-kun no Revenge,33487,8
LackOfARealLife,Sword Art Online,11757,7
LackOfARealLife,Sword Art Online II,21881,6
LackOfARealLife,Zero no Tsukaima,1195,4
LackOfARealLife,Tokyo Ghoul √A,27899,7
lakshika,Highschool of the Dead,8074,10
lakshika,Deadman Wonderland,6880,10
lakshika,B-gata H-kei,7817,10
LaLeLuLiLo,Re:Creators,34561,3
LaLeLuLiLo,Juuni Taisen,35076,3
LaLeLuLiLo,Masamune-kun no Revenge,33487,4
LaLeLuLiLo,Kuzu no Honkai,32949,5
Lando23,Absolute Duo,25397,7
Lando23,Akame ga Kill!,22199,7
Lando23,Aldnoah.Zero,22729,9
lawlmartz,Sword Art Online,11757,7
lawlmartz,Highschool of the Dead,8074,8
lawlmartz,Absolute Duo,25397,3
lawlmartz,Elfen Lied,226,7
lawlmartz,Fate/stay night,356,8
lawlmartz,Tokyo Ghoul √A,27899,4
lawlmartz,Guilty Crown,10793,7
lawlmartz,Koutetsujou no Kabaneri,28623,6
lawlmartz,Akame ga Kill!,22199,5
lawlmartz,Sword Art Online II,21881,5
LeaderTGW,Elfen Lied,226,10
LeaderTGW,Blood-C,10490,5
LeaderTGW,Akame ga Kill!,22199,5
LeaderTGW,Rakudai Kishi no Cavalry,30296,8
LeaderTGW,B-gata H-kei,7817,8
Lean_nero19,Darling in the FranXX,35849,6
Lean_nero19,Highschool of the Dead,8074,8
Lean_nero19,Goblin Slayer,37349,9
LeaOotori,Btooom!,14345,6
LeaOotori,Baka to Test to Shoukanjuu,6347,7
LeaOotori,Vampire Knight,3457,5
LeFlower-kun,Deadman Wonderland,6880,7
LeFlower-kun,C: The Money of Soul and Possibility Control,10163,7
LeFlower-kun,Black Bullet,20787,6
LegendAqua,Koutetsujou no Kabaneri,28623,8
LegendAqua,Re:Creators,34561,9
LegendAqua,Juuni Taisen,35076,7
LegendAqua,Darling in the FranXX,35849,8
LegendAqua,Goblin Slayer,37349,8
LegendAqua,Sword Art Online: Alicization,36474,8
LegendAqua,One Punch Man 2nd Season,34134,7
LegendAqua,Arifureta Shokugyou de Sekai Saikyou,36882,4
LegendAqua,Isekai wa Smartphone to Tomo ni.,35203,4
LegendAqua,Death March kara Hajimaru Isekai Kyousoukyoku,34497,5
LegendAqua,Himouto! Umaru-chan,28825,8
LegendAqua,Itazura na Kiss,3731,7
LegendAqua,Masamune-kun no Revenge,33487,7
LegendAqua,Eromanga-sensei,32901,6
LegendAqua,Gamers!,34280,7
LegendAqua,Shuffle!,79,8
LegendAqua,Kuzu no Honkai,32949,10
Lemony_Crisket,Darling in the FranXX,35849,7
Lemony_Crisket,Guilty Crown,10793,6
Lemony_Crisket,Sword Art Online: Alicization,36474,7
lensaamiranda,Rokka no Yuusha,28497,7
lensaamiranda,Koutetsujou no Kabaneri,28623,6
lensaamiranda,Kuzu no Honkai,32949,9
Leyren,Sword Art Online,11757,10
Leyren,Darling in the FranXX,35849,9
Leyren,Rakudai Kishi no Cavalry,30296,10
Leyren,Zero no Tsukaima,1195,8
lightningsnow,Highschool of the Dead,8074,9
lightningsnow,Accel World,11759,8
lightningsnow,Deadman Wonderland,6880,9
Lindle,Highschool of the Dead,8074,3
Lindle,Sword Art Online,11757,2
Lindle,Sword Art Online II,21881,3
LinkcarioX,Absolute Duo,25397,7
LinkcarioX,Black Bullet,20787,8
LinkcarioX,Baka to Test to Shoukanjuu,6347,9
Link_of_Hyrule,Fate/stay night,356,4
Link_of_Hyrule,Guilty Crown,10793,3
Link_of_Hyrule,Sword Art Online,11757,4
Link_of_Hyrule,Elfen Lied,226,5
Link_of_Hyrule,Black Bullet,20787,4
Link_of_Hyrule,Sword Art Online II,21881,3
Link_of_Hyrule,Akame ga Kill!,22199,3
Link_of_Hyrule,Tokyo Ghoul √A,27899,2
Liongirl90,Highschool of the Dead,8074,7
Liongirl90,Sword Art Online,11757,7
Liongirl90,B-gata H-kei,7817,6
LIQfilms,Black Bullet,20787,1
LIQfilms,Mahouka Koukou no Rettousei,20785,3
LIQfilms,IS: Infinite Stratos,9041,3
LIQfilms,Elfen Lied,226,2
LIQfilms,Sword Art Online II,21881,2
LIQfilms,Himouto! Umaru-chan,28825,4
LIQfilms,Eromanga-sensei,32901,2
LIQfilms,Kuzu no Honkai,32949,5
literaturenerd,Gantz,384,2
literaturenerd,Elfen Lied,226,10
literaturenerd,Sword Art Online,11757,4
literaturenerd,Highschool of the Dead,8074,2
literaturenerd,Zero no Tsukaima,1195,4
literaturenerd,Goblin Slayer,37349,2
literaturenerd,Akame ga Kill!,22199,2
literaturenerd,High School DxD,11617,5
literaturenerd,Shuffle!,79,6
literaturenerd,Eromanga-sensei,32901,2
lolistar92,Guilty Crown,10793,10
lolistar92,Aldnoah.Zero,22729,8
lolistar92,Akame ga Kill!,22199,6
Lolitroy,Guilty Crown,10793,5
Lolitroy,Tokyo Ghoul √A,27899,6
Lolitroy,Darling in the FranXX,35849,5
LordToine,Sword Art Online,11757,4
LordToine,Darling in the FranXX,35849,6
LordToine,One Punch Man 2nd Season,34134,5
Lord_Rutsah,Sword Art Online,11757,7
Lord_Rutsah,Sword Art Online II,21881,8
Lord_Rutsah,Rokka no Yuusha,28497,9
Lord_Rutsah,K,14467,6
lovevillain,Rakudai Kishi no Cavalry,30296,8
lovevillain,Sword Art Online,11757,8
lovevillain,Accel World,11759,4
lovevillain,Akame ga Kill!,22199,9
lovevillain,Black Bullet,20787,8
lovevillain,Guilty Crown,10793,7
LPGG-Necromant,Mahouka Koukou no Rettousei,20785,9
LPGG-Necromant,Darling in the FranXX,35849,9
LPGG-Necromant,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,7
LucidFilms,Highschool of the Dead,8074,9
LucidFilms,Deadman Wonderland,6880,6
LucidFilms,Baka to Test to Shoukanjuu,6347,9
LucidFilms,High School DxD,11617,8
magaiverix,Darling in the FranXX,35849,9
magaiverix,Sword Art Online II,21881,8
magaiverix,IS: Infinite Stratos,9041,8
magaiverix,Black Clover,34572,9
maha_amead,Guilty Crown,10793,7
maha_amead,Sword Art Online,11757,8
maha_amead,Tokyo Ghoul √A,27899,7
maha_amead,Mahouka Koukou no Rettousei,20785,7
MAND4,Sword Art Online,11757,4
MAND4,Black Bullet,20787,6
MAND4,Gamers!,34280,4
Manganese,Btooom!,14345,7
Manganese,High School DxD,11617,9
Manganese,Shuffle!,79,9
mapperky,Aldnoah.Zero,22729,8
mapperky,Sword Art Online II,21881,8
mapperky,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,10
Markezzo,Akame ga Kill!,22199,6
Markezzo,Tokyo Ghoul √A,27899,4
Markezzo,Rokka no Yuusha,28497,7
Master10K,Fate/stay night,356,9
Master10K,Shuffle!,79,9
Master10K,Itazura na Kiss,3731,8
mattkerr494,Sword Art Online,11757,2
mattkerr494,Sword Art Online II,21881,3
mattkerr494,Tokyo Ghoul √A,27899,5
Melonsoda1,Zero no Tsukaima,1195,6
Melonsoda1,High School DxD,11617,5
Melonsoda1,Kuzu no Honkai,32949,6
Meowsorz,Rokka no Yuusha,28497,7
Meowsorz,Juuni Taisen,35076,5
Meowsorz,Eromanga-sensei,32901,4
Mercsin,Accel World,11759,7
Mercsin,Btooom!,14345,9
Mercsin,Sword Art Online,11757,9
Mercsin,Zero no Tsukaima,1195,5
mercury1980,Sword Art Online,11757,3
mercury1980,Zero no Tsukaima,1195,4
mercury1980,Highschool of the Dead,8074,6
mercury1980,Btooom!,14345,5
mercury1980,Akame ga Kill!,22199,5
mercury1980,Absolute Duo,25397,2
mercury1980,Tokyo Ghoul √A,27899,4
mercury1980,Himouto! Umaru-chan,28825,6
Micsupreeme,Elfen Lied,226,8
Micsupreeme,Tokyo Ghoul √A,27899,5
Micsupreeme,High School DxD,11617,7
Midget_King,Elfen Lied,226,8
Midget_King,Accel World,11759,9
Midget_King,Guilty Crown,10793,9
Midget_King,Isekai wa Smartphone to Tomo ni.,35203,6
Mikame-,Deadman Wonderland,6880,8
Mikame-,Gantz,384,7
Mikame-,Shuffle!,79,8
mistah-manila,Elfen Lied,226,9
mistah-manila,Fate/stay night,356,8
mistah-manila,Zero no Tsukaima,1195,8
mistav,Rakudai Kishi no Cavalry,30296,4
mistav,K,14467,9
mistav,Gamers!,34280,4
mkzxwing,Guilty Crown,10793,3
mkzxwing,C: The Money of Soul and Possibility Control,10163,9
mkzxwing,Juuni Taisen,35076,5
mkzxwing,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,7
MMA1995,Sword Art Online,11757,3
MMA1995,Sword Art Online II,21881,3
MMA1995,Rakudai Kishi no Cavalry,30296,4
MMA1995,High School DxD,11617,3
moondragon84,Sword Art Online,11757,4
moondragon84,Sword Art Online II,21881,4
moondragon84,Mahouka Koukou no Rettousei,20785,1
moonkingdomify,Elfen Lied,226,6
moonkingdomify,Sword Art Online,11757,7
moonkingdomify,Shuffle!,79,7
MoonPurinsesu,Blood-C,10490,7
MoonPurinsesu,Sword Art Online,11757,7
MoonPurinsesu,Sword Art Online II,21881,9
Morridine,C: The Money of Soul and Possibility Control,10163,10
Morridine,Blood-C,10490,8
Morridine,Sword Art Online,11757,3
Morridine,Gantz,384,10
Morridine,Sword Art Online II,21881,8
MossyPlanks,Accel World,11759,4
MossyPlanks,Sword Art Online,11757,6
MossyPlanks,Sword Art Online II,21881,6
mouthpiece,Btooom!,14345,3
mouthpiece,K,14467,4
mouthpiece,Accel World,11759,4
mouthpiece,Sword Art Online,11757,3
MozillaFennekin,Rakudai Kishi no Cavalry,30296,3
MozillaFennekin,Koutetsujou no Kabaneri,28623,5
MozillaFennekin,Goblin Slayer,37349,7
MozillaFennekin,Masamune-kun no Revenge,33487,2
mrsKWON,Highschool of the Dead,8074,9
mrsKWON,Gantz,384,5
mrsKWON,Blood-C,10490,8
mrsKWON,Guilty Crown,10793,7
mrsKWON,Sword Art Online,11757,8
mrsKWON,K,14467,8
mrsKWON,B-gata H-kei,7817,6
mrsKWON,Baka to Test to Shoukanjuu,6347,7
mrsKWON,Vampire Knight,3457,7
MScientist0,Akame ga Kill!,22199,8
MScientist0,Elfen Lied,226,8
MScientist0,Goblin Slayer,37349,8
Mugen900,Highschool of the Dead,8074,6
Mugen900,Sword Art Online II,21881,6
Mugen900,Yosuga no Sora: In Solitude Where We Are Least Alone.,8861,8
murut87,Tokyo Ghoul √A,27899,4
murut87,Koutetsujou no Kabaneri,28623,4
murut87,Guilty Crown,10793,3
murut87,One Punch Man 2nd Season,34134,3
murut87,Himouto! Umaru-chan,28825,5
murut87,Eromanga-sensei,32901,5
mvhcmaniac,Gantz,384,2
mvhcmaniac,Death March kara Hajimaru Isekai Kyousoukyoku,34497,3
mvhcmaniac,Isekai wa Smartphone to Tomo ni.,35203,7
MykeJinX89,Sword Art Online,11757,1
MykeJinX89,Accel World,11759,5
MykeJinX89,Sword Art Online II,21881,1
MysticGod,Guilty Crown,10793,9
MysticGod,Deadman Wonderland,6880,7
MysticGod,Black Clover,34572,10
MysticGod,High School DxD,11617,10
NabilAl-Muhammad,Highschool of the Dead,8074,8
NabilAl-Muhammad,Tokyo Ghoul √A,27899,8
NabilAl-Muhammad,Elfen Lied,226,8
NaMYAYA,Goblin Slayer,37349,3
NaMYAYA,Highschool of the Dead,8074,4
NaMYAYA,One Punch Man 2nd Season,34134,3
nanakox21,Koutetsujou no Kabaneri,28623,8
nanakox21,Masamune-kun no Revenge,33487,6
nanakox21,Eromanga-sensei,32901,7
nanakox21,B-gata H-kei,7817,7
NaraClan,Sword Art Online,11757,5
NaraClan,Akame ga Kill!,22199,6
NaraClan,Rokka no Yuusha,28497,9
Narumi01,Sword Art Online,11757,9
Narumi01,Sword Art Online II,21881,10
Narumi01,Arifureta Shokugyou de Sekai Saikyou,36882,9
Nasty001,IS: Infinite Stratos,9041,7
Nasty001,Deadman Wonderland,6880,3
Nasty001,Blood-C,10490,7
Nasty001,Accel World,11759,6
Nasty001,Btooom!,14345,6
Nasty001,Sword Art Online,11757,6
Nasty001,Mahouka Koukou no Rettousei,20785,3
Nasty001,High School DxD,11617,6
Nateal,Accel World,11759,8
Nateal,Fate/stay night,356,6
Nateal,Sword Art Online,11757,7
Nateal,Zero no Tsukaima,1195,5
Nerd_Zone1,Rakudai Kishi no Cavalry,30296,7
Nerd_Zone1,Black Clover,34572,5
Nerd_Zone1,Darling in the FranXX,35849,5
Nerd_Zone1,Gamers!,34280,6
NeverKnowsBest26,Gantz,384,6
NeverKnowsBest26,Elfen Lied,226,7
NeverKnowsBest26,Blood-C,10490,4
NeverKnowsBest26,C: The Money of Soul and Possibility Control,10163,6
NeverKnowsBest26,Guilty Crown,10793,4
NeverKnowsBest26,Deadman Wonderland,6880,5
NeverKnowsBest26,B-gata H-kei,7817,4
NoizyFrog,Re:Creators,34561,4
NoizyFrog,Darling in the FranXX,35849,3
NoizyFrog,Goblin Slayer,37349,3
NoizyFrog,Sword Art Online: Alicization,36474,2
nokinoks,Rakudai Kishi no Cavalry,30296,7
nokinoks,Rokka no Yuusha,28497,8
nokinoks,Akame ga Kill!,22199,5
nonameacquired,Sword Art Online,11757,4
nonameacquired,Darling in the FranXX,35849,8
nonameacquired,Himouto! Umaru-chan,28825,6
OddOtaku,Akame ga Kill!,22199,9
OddOtaku,Darling in the FranXX,35849,9
OddOtaku,Deadman Wonderland,6880,5
OddOtaku,Sword Art Online,11757,4
Oktamere,Sword Art Online,11757,10
Oktamere,Accel World,11759,9
Oktamere,Rokka no Yuusha,28497,7
Old_Deus,Sword Art Online,11757,9
Old_Deus,Accel World,11759,9
Old_Deus,Guilty Crown,10793,9
Old_Deus,High School DxD,11617,8
OVERPOWERED99,Guilty Crown,10793,7
OVERPOWERED99,Akame ga Kill!,22199,7
OVERPOWERED99,Tokyo Ghoul √A,27899,5
OVERPOWERED99,Darling in the FranXX,35849,7
OVERPOWERED99,Gamers!,34280,6
OVERPOWERED99,High School DxD,11617,6
PakiUSA,Aldnoah.Zero,22729,3
PakiUSA,Akame ga Kill!,22199,5
PakiUSA,Black Bullet,20787,5
PakiUSA,C: The Money of Soul and Possibility Control,10163,6
PakiUSA,Rakudai Kishi no Cavalry,30296,8
PakiUSA,Gamers!,34280,8
panderson1988,Re:Creators,34561,8
panderson1988,Darling in the FranXX,35849,8
panderson1988,Black Clover,34572,7
PapaRonny,Highschool of the Dead,8074,4
PapaRonny,Isekai wa Smartphone to Tomo ni.,35203,1
PapaRonny,Eromanga-sensei,32901,3
PapaRonny,Himouto! Umaru-chan,28825,3
papsoshea,Goblin Slayer,37349,2
papsoshea,Sword Art Online: Alicization,36474,8
papsoshea,Kenja no Mago,36407,5
papsoshea,One Punch Man 2nd Season,34134,10
PeterFromRussia,One Punch Man 2nd Season,34134,8
PeterFromRussia,Sword Art Online,11757,5
